name,frame,label,hhmr,height,dist,p40
fall-01,41,-1,1.007,1852.9249,1039.972,0.069022
fall-01,42,-1,0.99665,1833.8379,1039.8474,0.06742
fall-01,43,-1,1.1251,2070.1193,1040.017,0.067543
fall-01,44,-1,1.0312,1897.4633,1020.788,0.083479
fall-01,45,-1,1.0105,1859.322,1022.762,0.079038
fall-01,46,-1,0.99598,1832.604,1019.4279,0.080633
fall-01,47,-1,0.9689,1782.7835,1027.8344,0.064659
fall-01,48,-1,0.99953,1839.1439,1013.3577,0.082335
fall-01,49,-1,1.0291,1893.6336,1039.772,0.065792
fall-01,50,-1,0.98201,1806.8943,1014.9898,0.082099
fall-01,51,-1,0.98717,1816.3926,1013.7225,0.083494
fall-01,52,-1,1.0245,1885.0569,1016.5879,0.086865
fall-01,53,-1,1.011,1860.2652,1017.1653,0.086522
fall-01,54,-1,1.0184,1873.7938,1016.6211,0.091918
fall-01,55,-1,0.97758,1798.7437,1019.377,0.085899
fall-01,56,-1,0.98037,1803.8835,1020.3626,0.091641
fall-01,57,-1,0.99795,1836.2369,1036.5758,0.080586
fall-01,58,-1,1.0103,1858.9534,1051.9056,0.068744
fall-01,59,-1,0.97764,1798.8547,1057.4218,0.061749
fall-01,60,-1,0.97573,1795.3516,1055.9802,0.064208
fall-01,61,-1,0.97453,1793.1295,1057.7687,0.064166
fall-01,62,-1,0.97665,1797.0357,1058.9843,0.062561
fall-01,63,-1,0.98089,1804.8434,1064.6633,0.059362
fall-01,64,-1,0.97238,1789.1853,1061.69,0.056602
fall-01,65,-1,0.99258,1826.3383,1063.5126,0.054865
fall-01,66,-1,0.9921,1825.4655,1059.1933,0.055497
fall-01,67,-1,1.0139,1865.5889,1059.6379,0.053623
fall-01,68,-1,1.0083,1855.1984,1055.5709,0.055584
fall-01,69,-1,1.0104,1859.1069,1054.5434,0.0537
fall-01,70,-1,1.0123,1862.5991,1055.5584,0.054708
fall-01,71,-1,1.0028,1845.138,1048.7918,0.056856
fall-01,72,-1,0.99813,1836.5561,1041.5148,0.061294
fall-01,73,-1,0.99804,1836.4001,1025.8161,0.076539
fall-01,74,-1,1.0021,1843.8279,1024.3232,0.078049
fall-01,75,-1,0.99983,1839.6941,1008.7679,0.090974
fall-01,76,-1,1.0257,1887.2992,1007.6313,0.094166
fall-01,77,-1,1.0169,1871.0548,1009.0747,0.093726
fall-01,78,-1,1.0091,1856.7761,1007.7137,0.092745
fall-01,79,-1,1.0093,1857.1209,1006.6797,0.094674
fall-01,80,-1,0.99742,1835.2585,996.7914,0.10002
fall-01,81,-1,0.97711,1797.8858,999.2472,0.093862
fall-01,82,-1,0.99207,1825.4027,996.6928,0.10136
fall-01,83,0,0.98994,1821.4924,993.26,0.098788
fall-01,84,0,0.98803,1817.982,989.8373,0.099473
fall-01,85,0,0.9889,1819.5844,976.7227,0.1059
fall-01,86,0,0.96636,1778.1078,968.8754,0.10503
fall-01,87,0,0.95359,1754.6112,959.4352,0.11233
fall-01,88,0,0.92634,1704.4593,946.6649,0.11899
fall-01,89,0,0.94378,1736.5641,949.0449,0.11893
fall-01,90,0,0.92004,1692.8652,950.4477,0.098137
fall-01,91,0,0.89975,1655.5368,950.2133,0.08858
fall-01,92,0,0.88156,1622.0734,927.22,0.093148
fall-01,93,0,0.85919,1580.9107,895.2547,0.10115
fall-01,94,0,0.84121,1547.8298,858.2606,0.1148
fall-01,95,0,0.80178,1475.2835,834.1041,0.10604
fall-01,96,0,0.76595,1409.3513,798.4693,0.10134
fall-01,97,0,0.7363,1354.7849,790.6355,0.07749
fall-01,98,0,0.70071,1289.3121,723.2614,0.13866
fall-01,99,0,0.6658,1225.0768,681.0693,0.15629
fall-01,100,0,0.63711,1172.2807,673.804,0.16565
fall-01,101,0,0.60415,1111.6447,662.9196,0.15495
fall-01,102,0,0.57369,1055.5861,583.5224,0.25674
fall-01,103,0,0.54327,999.6164,526.3838,0.3444
fall-01,104,0,0.51847,953.9799,502.7135,0.37129
fall-01,105,0,0.48586,893.9889,482.7434,0.37831
fall-01,106,0,0.46579,857.058,454.6894,0.40758
fall-01,107,0,0.43504,800.4658,446.8026,0.3979
fall-01,108,0,0.39848,733.208,418.6946,0.42422
fall-01,109,0,0.37676,693.2466,403.8943,0.43101
fall-01,110,0,0.34653,637.6133,379.5782,0.48094
fall-01,111,0,0.30934,569.1901,379.9047,0.49661
fall-01,112,0,0.29417,541.2726,349.681,0.60614
fall-01,113,1,0.28533,525.0124,333.5109,0.69674
fall-01,114,1,0.27708,509.8194,319.7429,0.78837
fall-01,115,1,0.27226,500.9609,308.3393,0.85225
fall-01,116,1,0.25556,470.2215,299.5163,0.87916
fall-01,117,1,0.24651,453.5734,296.4446,0.89325
fall-01,118,1,0.24367,448.3444,300.8359,0.88512
fall-01,119,1,0.26719,491.6336,311.62,0.84803
fall-01,120,1,0.25777,474.2997,322.2134,0.81056
fall-01,121,1,0.2613,480.7862,318.2792,0.80277
fall-01,122,1,0.26885,494.6818,324.2938,0.79636
fall-01,123,1,0.27364,503.5035,330.1857,0.80848
fall-01,124,1,0.26978,496.3959,334.7192,0.80892
fall-01,125,1,0.24227,445.7737,340.8502,0.82438
fall-01,126,1,0.2623,482.6295,338.5891,0.85549
fall-01,127,1,0.25687,472.6424,333.3734,0.8833
fall-01,128,1,0.25215,463.9606,329.6244,0.89531
fall-01,129,1,0.24921,458.5385,324.5365,0.90723
fall-01,130,1,0.23813,438.1636,319.4479,0.91889
fall-01,131,1,0.23898,439.7315,307.9055,0.94265
fall-01,132,1,0.22858,420.5796,304.2493,0.95132
fall-01,133,1,0.23137,425.7181,316.199,0.95853
fall-01,134,1,0.22754,418.6783,315.1811,0.96837
fall-01,135,1,0.22859,420.603,311.4386,0.97888
fall-01,136,1,0.226,415.8397,291.2288,0.98539
fall-01,137,1,0.22626,416.31,290.3954,0.98434
fall-01,138,1,0.22919,421.7107,291.5147,0.98256
fall-01,139,1,0.22919,421.7096,294.0505,0.98536
fall-01,140,1,0.22927,421.8488,295.1412,0.98666
fall-01,141,1,0.21054,387.4018,310.7524,0.98851
fall-01,142,1,0.22666,417.0523,310.7245,0.98977
fall-01,143,1,0.22329,410.8609,310.5679,0.99022
fall-01,144,1,0.22502,414.0373,309.9018,0.99069
fall-01,145,1,0.20709,381.0369,308.6363,0.99253
fall-01,146,1,0.2244,412.8979,305.0205,0.99534
fall-01,147,1,0.20024,368.4498,308.0451,0.99843
fall-01,148,1,0.20716,381.1826,308.1954,1
fall-01,149,1,0.20182,371.3514,308.4604,0.99994
fall-01,150,1,0.21133,388.8524,307.5478,1
fall-01,151,1,0.20365,374.7097,307.5202,0.99994
fall-01,152,1,0.20562,378.3336,307.5381,1
fall-01,153,1,0.20365,374.7097,307.3137,1
fall-01,154,1,0.20017,368.3058,306.6059,0.99987
fall-01,155,1,0.20527,377.6959,306.4929,0.99968
fall-01,156,1,0.20387,375.1124,306.1225,1
fall-01,157,1,0.20382,375.0197,306.3629,0.99987
fall-01,158,1,0.20423,375.7806,306.6996,1
fall-01,159,1,0.21112,388.4564,305.6766,0.99891
fall-01,160,1,0.21294,391.8097,304.6525,1
fall-02,1,-1,0.78336,1441.3823,774.3894,0.1336
fall-02,2,-1,0.78491,1444.2419,774.0141,0.13067
fall-02,3,-1,0.78321,1441.102,772.0973,0.13092
fall-02,4,-1,0.78138,1437.7392,771.314,0.135
fall-02,5,-1,0.78516,1444.6876,777.5372,0.13201
fall-02,6,-1,0.78335,1441.3561,778.0072,0.12949
fall-02,7,-1,0.75929,1397.0931,761.1899,0.12564
fall-02,8,-1,0.77614,1428.1062,773.3233,0.12788
fall-02,9,-1,0.77733,1430.2837,766.3306,0.12877
fall-02,10,-1,0.77794,1431.4063,774.61,0.13077
fall-02,11,-1,0.77806,1431.6249,771.6204,0.13048
fall-02,12,-1,0.77971,1434.6734,776.8485,0.1295
fall-02,13,-1,0.77484,1425.6994,776.3099,0.1298
fall-02,14,-1,0.77829,1432.048,777.1435,0.12965
fall-02,15,-1,0.77507,1426.1341,775.891,0.13041
fall-02,16,-1,0.77386,1423.9111,775.3319,0.12896
fall-02,17,-1,0.77174,1420.0082,776.7202,0.12882
fall-02,18,-1,0.76896,1414.8875,777.8956,0.12867
fall-02,19,-1,0.77281,1421.9643,771.2917,0.13294
fall-02,20,-1,0.77317,1422.6365,773.6253,0.13327
fall-02,21,-1,0.77376,1423.7232,775.6047,0.13385
fall-02,22,-1,0.77222,1420.8876,773.4958,0.13629
fall-02,23,-1,0.77186,1420.2256,774.9781,0.13452
fall-02,24,-1,0.77364,1423.5058,772.5282,0.13526
fall-02,25,-1,0.76735,1411.9263,768.9923,0.13707
fall-02,26,-1,0.76972,1416.2933,774.5406,0.13369
fall-02,27,-1,0.7649,1407.4105,765.9954,0.13801
fall-02,28,-1,0.76673,1410.778,765.3844,0.13824
fall-02,29,-1,0.76724,1411.7264,772.5512,0.13622
fall-02,30,-1,0.76432,1406.3561,769.5348,0.13711
fall-02,31,-1,0.76919,1415.3137,770.6453,0.1366
fall-02,32,-1,0.76808,1413.2761,760.6033,0.13776
fall-02,33,-1,0.76562,1408.7403,763.9903,0.1407
fall-02,34,-1,0.7559,1390.8488,755.7599,0.14114
fall-02,35,-1,0.7663,1409.9989,768.3297,0.14044
fall-02,36,-1,0.74909,1378.3229,755.6925,0.14594
fall-02,37,-1,0.75731,1393.4492,762.8543,0.14251
fall-02,38,-1,0.75542,1389.971,763.4801,0.14319
fall-02,39,-1,0.75168,1383.0849,761.01,0.1425
fall-02,40,0,0.75725,1393.3438,756.6015,0.14824
fall-02,41,0,0.74445,1369.7971,751.64,0.14734
fall-02,42,0,0.74705,1374.5731,744.8075,0.15214
fall-02,43,0,0.74039,1362.3146,744.864,0.15283
fall-02,44,0,0.74238,1365.9702,741.7466,0.15956
fall-02,45,0,0.72486,1333.7361,738.2773,0.15967
fall-02,46,0,0.71611,1317.6495,733.9419,0.16148
fall-02,47,0,0.72187,1328.2332,728.7299,0.16545
fall-02,48,0,0.72014,1325.0564,722.93,0.16968
fall-02,49,0,0.72236,1329.1506,720.7371,0.17221
fall-02,50,0,0.7111,1308.4272,717.237,0.17659
fall-02,51,0,0.702,1291.6783,706.1615,0.18778
fall-02,52,0,0.69871,1285.6322,698.6837,0.19574
fall-02,53,0,0.68727,1264.5743,689.587,0.20521
fall-02,54,0,0.67198,1236.4395,671.9052,0.21877
fall-02,55,0,0.6573,1209.4316,648.916,0.23586
fall-02,56,0,0.63856,1174.9444,626.5068,0.25015
fall-02,57,0,0.62518,1150.3401,635.3884,0.2294
fall-02,58,0,0.61329,1128.4508,593.1945,0.26374
fall-02,59,0,0.59481,1094.453,583.9218,0.24747
fall-02,60,0,0.57295,1054.2261,543.0672,0.29529
fall-02,61,0,0.54029,994.136,518.4842,0.2996
fall-02,62,0,0.50592,930.8897,487.3798,0.31695
fall-02,63,0,0.47436,872.815,458.2353,0.35618
fall-02,64,0,0.41533,764.2076,405.2533,0.45992
fall-02,65,0,0.39316,723.4084,373.9084,0.52889
fall-02,66,0,0.34739,639.1911,372.4463,0.55123
fall-02,67,0,0.32155,591.6548,348.9414,0.62965
fall-02,68,0,0.31411,577.9552,327.0543,0.6952
fall-02,69,0,0.30889,568.3501,300.1299,0.76014
fall-02,70,1,0.30396,559.2789,290.722,0.79956
fall-02,71,1,0.30042,552.7723,274.2578,0.83549
fall-02,72,1,0.29365,540.3115,267.3765,0.86213
fall-02,73,1,0.28609,526.4141,263.3377,0.88968
fall-02,74,1,0.27572,507.319,261.802,0.91402
fall-02,75,1,0.26638,490.1469,257.7286,0.936
fall-02,76,1,0.25049,460.901,255.147,0.94358
fall-02,77,1,0.26174,481.5991,258.5097,0.92974
fall-02,78,1,0.27188,500.2666,263.3651,0.9115
fall-02,79,1,0.28879,531.3742,268.9149,0.89449
fall-02,80,1,0.29412,541.1839,288.06,0.87412
fall-02,81,1,0.29884,549.8725,288.7711,0.87641
fall-02,82,1,0.29921,550.5498,286.7921,0.8796
fall-02,83,1,0.29861,549.447,282.257,0.89392
fall-02,84,1,0.29648,545.5153,274.0946,0.90492
fall-02,85,1,0.28869,531.1807,270.8293,0.91423
fall-02,86,1,0.27742,510.4479,266.7958,0.92415
fall-02,87,1,0.27293,502.1936,262.5684,0.93614
fall-02,88,1,0.2565,471.9661,258.8928,0.94932
fall-02,89,1,0.25145,462.6771,255.6175,0.95805
fall-02,90,1,0.25004,460.0804,251.2561,0.95973
fall-02,91,1,0.25261,464.8095,248.8983,0.9549
fall-02,92,1,0.25236,464.3461,245.7023,0.95695
fall-02,93,1,0.25345,466.3526,242.9817,0.95819
fall-02,94,1,0.25916,476.851,241.5841,0.96214
fall-02,95,1,0.26028,478.9147,240.2594,0.96109
fall-02,96,1,0.26132,480.8263,241.1923,0.95878
fall-02,97,1,0.26059,479.4935,240.9772,0.95932
fall-02,98,1,0.26047,479.2618,240.7354,0.956
fall-02,99,1,0.24645,453.4661,236.9676,0.96854
fall-02,100,1,0.26072,479.7252,241.0109,0.95299
fall-02,101,1,0.25531,469.7794,238.437,0.9654
fall-02,102,1,0.26047,479.2618,242.1132,0.95752
fall-02,103,1,0.25971,477.8715,242.8037,0.94892
fall-02,104,1,0.26142,481.0078,243.8109,0.94691
fall-02,105,1,0.26562,488.7388,245.1291,0.94153
fall-02,106,1,0.26821,493.5024,246.1299,0.93534
fall-02,107,1,0.26667,490.6803,244.3829,0.94207
fall-02,108,1,0.26962,496.0988,244.887,0.93994
fall-02,109,1,0.26832,493.7141,244.8958,0.9394
fall-02,110,1,0.26782,492.7872,243.0886,0.94307
fall-03,1,-1,0.96247,1770.946,1006.3133,0.094678
fall-03,2,-1,0.96884,1782.6583,1010.272,0.091749
fall-03,3,-1,0.96255,1771.0925,1015.1709,0.084507
fall-03,4,-1,0.9835,1809.6374,1043.2013,0.059558
fall-03,5,-1,0.96706,1779.3884,1022.7923,0.081404
fall-03,6,-1,0.96706,1779.3884,1027.6656,0.077651
fall-03,7,-1,0.97377,1791.742,1029.9427,0.073454
fall-03,8,-1,0.96887,1782.7141,1037.5126,0.064439
fall-03,9,-1,0.96533,1776.2106,1028.4983,0.070124
fall-03,10,-1,0.96317,1772.2369,1029.1057,0.067403
fall-03,11,-1,0.99032,1822.1818,1034.2918,0.065095
fall-03,12,-1,0.99996,1839.9322,1033.754,0.06481
fall-03,13,-1,0.9934,1827.8559,1029.3297,0.066296
fall-03,14,-1,0.97694,1797.574,1015.1487,0.070735
fall-03,15,-1,1.0134,1864.6751,1020.9519,0.073526
fall-03,16,-1,1.0005,1841.0035,1011.9347,0.078277
fall-03,17,-1,0.9726,1789.5877,1002.8614,0.082188
fall-03,18,-1,1.0033,1846.1384,1003.7442,0.088782
fall-03,19,-1,0.98104,1805.1186,995.2136,0.095583
fall-03,20,-1,0.97697,1797.6199,997.1239,0.095946
fall-03,21,-1,1.0015,1842.8404,1001.4335,0.095362
fall-03,22,-1,0.97931,1801.9214,997.8144,0.09897
fall-03,23,-1,1.0114,1860.9444,1004.5869,0.09946
fall-03,24,-1,1.0082,1855.0628,1005.3978,0.098997
fall-03,25,-1,1.0058,1850.6168,997.3509,0.10105
fall-03,26,-1,1.0016,1842.9466,991.6619,0.10522
fall-03,27,-1,0.97169,1787.9137,982.235,0.10891
fall-03,28,-1,0.97878,1800.9503,978.1932,0.10948
fall-03,29,-1,1.0026,1844.6926,986.039,0.10866
fall-03,30,-1,1.0002,1840.4144,987.1908,0.10419
fall-03,31,-1,1.0008,1841.4827,994.8105,0.098274
fall-03,32,-1,0.98064,1804.3733,983.9872,0.097505
fall-03,33,-1,0.99268,1826.5257,992.9059,0.091316
fall-03,34,-1,1.0093,1857.0588,1007.1935,0.083729
fall-03,35,-1,1.0022,1844.0377,1017.5067,0.074801
fall-03,36,-1,1.0177,1872.5055,1019.9402,0.073116
fall-03,37,-1,0.98165,1806.2358,1024.4837,0.058185
fall-03,38,-1,1.0077,1854.0808,1022.6507,0.070065
fall-03,39,-1,0.97115,1786.9182,1016.918,0.067225
fall-03,40,-1,1.0014,1842.6503,1013.8703,0.075363
fall-03,41,-1,0.99392,1828.8126,1004.8139,0.084095
fall-03,42,-1,1.0013,1842.3329,1010.6921,0.08691
fall-03,43,-1,1.0008,1841.5169,1009.5609,0.091173
fall-03,44,-1,1.0031,1845.7554,1003.7596,0.099032
fall-03,45,-1,0.99317,1827.4378,1006.6272,0.096268
fall-03,46,-1,0.97464,1793.3295,999.7711,0.10011
fall-03,47,-1,1.0098,1858.0914,1015.0927,0.091117
fall-03,48,-1,0.99913,1838.4019,1027.3867,0.076952
fall-03,49,-1,0.96351,1772.8616,1025.8107,0.068439
fall-03,50,-1,0.99306,1827.2239,1031.2555,0.068084
fall-03,51,-1,0.96106,1768.349,1028.9786,0.062542
fall-03,52,-1,1.0015,1842.6913,1036.7423,0.064372
fall-03,53,-1,0.99434,1829.5766,1032.4602,0.064421
fall-03,54,-1,0.98107,1805.1756,1030.85,0.05737
fall-03,55,-1,0.98198,1806.8418,1026.3252,0.062363
fall-03,56,-1,0.99339,1827.8453,1023.2011,0.062108
fall-03,57,-1,1.0017,1843.0705,1019.4976,0.068099
fall-03,58,-1,1.0109,1860.0982,1019.2572,0.06571
fall-03,59,-1,0.97229,1789.0149,1013.1155,0.067153
fall-03,60,-1,1.0167,1870.7417,1011.3405,0.072568
fall-03,61,-1,0.99769,1835.7487,1008.7629,0.072773
fall-03,62,-1,0.99247,1826.14,998.3189,0.088039
fall-03,63,-1,0.99115,1823.7246,988.3146,0.09856
fall-03,64,-1,0.97765,1798.8727,988.1189,0.099021
fall-03,65,-1,0.98876,1819.3259,990.5392,0.096708
fall-03,66,-1,0.98115,1805.3081,988.8119,0.10019
fall-03,67,-1,0.97889,1801.1654,985.0745,0.10194
fall-03,68,-1,0.97959,1802.4391,988.2338,0.10077
fall-03,69,-1,0.9721,1788.6708,981.8628,0.10387
fall-03,70,-1,0.9592,1764.933,980.5748,0.10427
fall-03,71,-1,0.95806,1762.8286,977.9945,0.10588
fall-03,72,-1,0.95752,1761.8444,980.7495,0.10287
fall-03,73,-1,0.95949,1765.4596,986.3134,0.094539
fall-03,74,-1,0.95393,1755.2256,994.4387,0.083002
fall-03,75,-1,0.95372,1754.8432,995.5589,0.075849
fall-03,76,-1,0.94879,1745.773,994.9529,0.073801
fall-03,77,-1,0.9493,1746.7187,999.6983,0.069746
fall-03,78,-1,0.94657,1741.6935,1001.2913,0.068455
fall-03,79,-1,0.94443,1737.7504,1005.4614,0.064411
fall-03,80,-1,0.9394,1728.4893,1003.4877,0.063228
fall-03,81,-1,0.93088,1712.811,1000.665,0.061688
fall-03,82,-1,0.93063,1712.3532,996.4787,0.063102
fall-03,83,-1,0.92359,1699.4033,991.9394,0.065387
fall-03,84,-1,0.92705,1705.7771,994.4665,0.064525
fall-03,85,-1,0.91879,1690.5774,989.1187,0.071206
fall-03,86,-1,0.92091,1694.4671,978.1227,0.085622
fall-03,87,-1,0.91617,1685.7531,971.615,0.093788
fall-03,88,-1,0.91566,1684.8226,969.4441,0.095589
fall-03,89,-1,0.90848,1671.6038,966.1924,0.097576
fall-03,90,-1,0.90348,1662.401,971.0169,0.089412
fall-03,91,-1,0.9012,1658.205,969.4678,0.087531
fall-03,92,-1,0.89857,1653.3616,970.8612,0.08432
fall-03,93,-1,0.89624,1649.0867,972.6247,0.078918
fall-03,94,-1,0.89208,1641.4184,973.5805,0.074244
fall-03,95,-1,0.88921,1636.1397,972.5597,0.070916
fall-03,96,-1,0.88245,1623.7017,967.2798,0.072742
fall-03,97,-1,0.87803,1615.5709,964.7028,0.069102
fall-03,98,-1,0.87362,1607.456,961.866,0.068635
fall-03,99,-1,0.86955,1599.9748,959.7132,0.069881
fall-03,100,-1,0.86864,1598.2919,958.8981,0.070434
fall-03,101,-1,0.86633,1594.0504,958.4018,0.069506
fall-03,102,-1,0.86403,1589.8173,955.7734,0.071233
fall-03,103,-1,0.86372,1589.2433,956.6717,0.071068
fall-03,104,-1,0.8694,1599.6897,955.2352,0.074619
fall-03,105,-1,0.8618,1585.7196,947.67,0.088819
fall-03,106,-1,0.85783,1578.3982,945.3778,0.097119
fall-03,107,-1,0.84389,1552.7655,945.8315,0.10023
fall-03,108,-1,0.84731,1559.0562,951.1418,0.09485
fall-03,109,-1,0.84718,1558.8044,955.3376,0.09129
fall-03,110,-1,0.84396,1552.8797,963.9644,0.080702
fall-03,111,-1,0.83515,1536.6716,973.855,0.068979
fall-03,112,-1,0.83309,1532.8796,984.8822,0.053174
fall-03,113,-1,0.82957,1526.4151,979.7701,0.055428
fall-03,114,-1,0.8279,1523.3451,978.9843,0.055009
fall-03,115,-1,0.82321,1514.7015,971.6707,0.056822
fall-03,116,-1,0.81904,1507.037,967.0397,0.056951
fall-03,117,-1,0.81979,1508.4205,963.8195,0.058872
fall-03,118,-1,0.81378,1497.3598,955.6293,0.05924
fall-03,119,-1,0.81045,1491.2354,948.3278,0.057705
fall-03,120,-1,0.80011,1472.2084,942.7774,0.056009
fall-03,121,-1,0.80343,1478.3095,938.5845,0.056409
fall-03,122,-1,0.7978,1467.9488,934.2633,0.056948
fall-03,123,-1,0.79357,1460.1629,931.7151,0.055167
fall-03,124,-1,0.79196,1457.198,918.4483,0.070733
fall-03,125,-1,0.7932,1459.4929,900.0654,0.086388
fall-03,126,-1,0.77017,1417.1103,889.3671,0.091176
fall-03,127,-1,0.77746,1430.5181,884.1052,0.083811
fall-03,128,-1,0.776,1427.8378,881.9108,0.078632
fall-03,129,-1,0.80023,1472.4308,895.6857,0.071037
fall-03,130,-1,0.80261,1476.8093,905.5391,0.070663
fall-03,131,-1,0.80601,1483.0598,913.6192,0.072073
fall-03,132,-1,0.80509,1481.3582,918.0279,0.077693
fall-03,133,-1,0.80535,1481.8361,920.8044,0.08054
fall-03,134,-1,0.80194,1475.5605,922.6975,0.081579
fall-03,135,-1,0.80228,1476.1893,924.3715,0.08227
fall-03,136,-1,0.8027,1476.9753,925.1198,0.082291
fall-03,137,-1,0.80009,1472.1743,927.6361,0.079879
fall-03,138,-1,0.80453,1480.3394,929.307,0.079744
fall-03,139,-1,0.80258,1476.7556,931.2343,0.07812
fall-03,140,-1,0.80012,1472.2243,933.4575,0.075589
fall-03,141,-1,0.8031,1477.695,935.4037,0.074577
fall-03,142,-1,0.80591,1482.8662,934.5738,0.07411
fall-03,143,-1,0.81006,1490.5158,933.7474,0.07487
fall-03,144,-1,0.80616,1483.34,933.0806,0.076914
fall-03,145,-1,0.80616,1483.34,931.2817,0.077547
fall-03,146,-1,0.80764,1486.0523,927.1238,0.080385
fall-03,147,-1,0.81024,1490.8358,925.4787,0.081443
fall-03,148,0,0.81395,1497.6637,921.579,0.085782
fall-03,149,0,0.81391,1497.6026,919.308,0.088465
fall-03,150,0,0.82596,1519.7608,913.9444,0.091404
fall-03,151,0,0.8306,1528.3063,908.071,0.096023
fall-03,152,0,0.83512,1536.6248,903.6854,0.097894
fall-03,153,0,0.85951,1581.4992,898.0764,0.1007
fall-03,154,0,0.8676,1596.3804,890.9396,0.1053
fall-03,155,0,0.87156,1603.6687,884.5536,0.1094
fall-03,156,0,0.87242,1605.252,875.2139,0.11162
fall-03,157,0,0.87539,1610.7088,867.5093,0.11355
fall-03,158,0,0.87064,1601.9792,850.0507,0.11831
fall-03,159,0,0.84346,1551.9684,827.7032,0.12546
fall-03,160,0,0.82325,1514.7783,801.1431,0.13533
fall-03,161,0,0.80021,1472.3912,777.4591,0.14089
fall-03,162,0,0.7782,1431.8938,756.8821,0.14414
fall-03,163,0,0.76034,1399.0261,735.5071,0.14512
fall-03,164,0,0.71786,1320.8547,705.0689,0.15954
fall-03,165,0,0.68617,1262.5568,670.6448,0.17952
fall-03,166,0,0.65407,1203.488,633.3726,0.20306
fall-03,167,0,0.62012,1141.024,603.1099,0.22036
fall-03,168,0,0.58911,1083.9576,575.8941,0.22365
fall-03,169,0,0.55688,1024.6565,541.7989,0.2429
fall-03,170,0,0.52616,968.1401,503.6966,0.29424
fall-03,171,0,0.45134,830.4585,460.7929,0.35106
fall-03,172,0,0.46346,852.7646,427.9335,0.41935
fall-03,173,0,0.40168,739.0888,393.9934,0.48619
fall-03,174,0,0.38997,717.5358,370.9151,0.54546
fall-03,175,0,0.35273,649.024,350.4972,0.60712
fall-03,176,0,0.3496,643.2694,335.7493,0.65119
fall-03,177,0,0.34746,639.3296,322.6074,0.70363
fall-03,178,1,0.33886,623.5063,308.6496,0.74836
fall-03,179,1,0.34046,626.4417,294.8195,0.77701
fall-03,180,1,0.33818,622.2422,278.7796,0.81525
fall-03,181,1,0.32456,597.1973,271.6348,0.85092
fall-03,182,1,0.31071,571.7061,276.1815,0.87271
fall-03,183,1,0.29851,549.2638,283.9011,0.88948
fall-03,184,1,0.28156,518.0781,295.5613,0.87746
fall-03,185,1,0.27135,499.2886,305.338,0.81861
fall-03,186,1,0.30535,561.8453,313.9113,0.76481
fall-03,187,1,0.31928,587.4793,316.4057,0.74685
fall-03,188,1,0.32728,602.1972,315.814,0.75255
fall-03,189,1,0.31631,582.0158,312.1547,0.76268
fall-03,190,1,0.30777,566.2877,303.5982,0.78485
